title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Traicionar Es Bueno Pero Es Pecado","Alexandre Pires","Traicionar Es Bueno Pero Es Pecado",BRG5H1700003,spotify,0oOmnQpFBFcX6Z9x1gRruz,208s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0oOmnQpFBFcX6Z9x1gRruz
"Sin Censura","Kewin Cosmos","Sin Censura",TCADT1800569,spotify,4Oy5FqJIImmQQAtjo9E0L2,192s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4Oy5FqJIImmQQAtjo9E0L2
"Una Vuelta","Pinto Picasso","Una Vuelta",TCADN1838312,spotify,5zLHwFSoGvK5AUbma0pQDS,237s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5zLHwFSoGvK5AUbma0pQDS
"Solo Quise Quererte","Kewin Cosmos",Episodes,TCACP1663831,spotify,1LVgUFUPg5M8uz6RGCovfp,217s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1LVgUFUPg5M8uz6RGCovfp
"Drama (Bachata Remix)","Kewin Cosmos","Drama (Bachata Remix)",TCADU1894512,spotify,4z3RaHY2CpLqgCrANoh8Dr,168s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4z3RaHY2CpLqgCrANoh8Dr
"Saborearte de Nuevo",Bori,"Saborearte de Nuevo",QZB4J1818510,spotify,5NvuNnG0LOe7VXjdoX5ZXl,216s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5NvuNnG0LOe7VXjdoX5ZXl
Amantes,Esme,Amantes,USDY41853350,spotify,7etFzfKahiSxn92PgnAO8T,222s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7etFzfKahiSxn92PgnAO8T
Miedo,"Mr. Don",Miedo,US7VG1706776,spotify,3v0aAPSEOXySrWKb0nmGnK,250s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3v0aAPSEOXySrWKb0nmGnK
Amazing,"Mr. Don",Deluxe,US7VG1760140,spotify,5Y1KvLu8UmS09YiiEuEQLJ,141s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5Y1KvLu8UmS09YiiEuEQLJ
Cadenas,"Mr. Don",Deluxe,US7VG1791142,spotify,5P3e0SzRhZufvz893002DN,196s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5P3e0SzRhZufvz893002DN
Mala,"Mr. Don, Lirow",Deluxe,QZ5AB1833039,spotify,4sLW4tfhCMYPfiN7u8r9DT,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4sLW4tfhCMYPfiN7u8r9DT
"Adicto (feat. Marc Anthony)","Prince Royce, Marc Anthony","Adicto (feat. Marc Anthony)",USSD11800378,spotify,4Xqpt53kWML7eTObGxQ43i,209s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4Xqpt53kWML7eTObGxQ43i
"¿Qué Harías por Amor?",MAYKEL,"¿Qué Harías por Amor?",QM6P41755447,spotify,1JLlsF05tHrdyOGm2gu7jY,188s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1JLlsF05tHrdyOGm2gu7jY
Centavito,"Romeo Santos",Golden,USSD11700313,spotify,68py7hjoxoGSE8HEoQIIwi,262s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/68py7hjoxoGSE8HEoQIIwi
"Amigos Con Derechos","DJ Khalid, Mr. Don, Johandy","Amigos Con Derechos",TCADY1832097,spotify,2OZU1ZoSloAAycxmRwOPzu,234s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2OZU1ZoSloAAycxmRwOPzu
"Ojala - Bachata Version","Grupo Extra","Ojala (Bachata Version)",CH9181800170,spotify,6VH1zYYo1CX6MgW2RpvTcE,212s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6VH1zYYo1CX6MgW2RpvTcE
"Tuyo - Bachata Version","Cosimo, Dimen5ions, DJ Alejandro","Tuyo (Bachata Version)",BGA471824181,spotify,1dUEwiqI4pjcH8GP7BCWCM,209s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1dUEwiqI4pjcH8GP7BCWCM
"Te has perdido quién soy","Vanesa Martín",Munay,ES5151601844,spotify,17JMdToGDtwivW3pjMug9W,237s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/17JMdToGDtwivW3pjMug9W
"Mi Vida",Chelion,"Mi Vida",ITJ851701380,spotify,2M6nWcxoH162Bvoe23OdMJ,247s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2M6nWcxoH162Bvoe23OdMJ
"Toda una vida","Leoni Torres","Leoni Torres Latest Hits",MX9A31573119,spotify,1wVBq5JruuC79tZpTnoe2I,256s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1wVBq5JruuC79tZpTnoe2I
"No Soy Bueno para Ti","Mickey Then","No Soy Bueno para Ti",TCADW1814289,spotify,5vurkhEpBl9V3dHYAHPWJJ,229s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5vurkhEpBl9V3dHYAHPWJJ
"Man Overboard","sP Polanco, Pinto Picasso","Bchta Rising",QZ8LD1925435,spotify,770vtt5Qkz9Y5g6glRDWnq,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/770vtt5Qkz9Y5g6glRDWnq
"Amame Matame","sP Polanco, Kewin Cosmos","Bchta Rising",TCADX1898756,spotify,01p5yVAhWt1wmAyrqcpTYM,210s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/01p5yVAhWt1wmAyrqcpTYM
"Klk Cupido","Mickey Then","Klk Cupido",QZES51840408,spotify,59X5b4uyBI594WAs7bGZBm,248s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/59X5b4uyBI594WAs7bGZBm
"Sigo Tomando","Mickey Then","Sigo Tomando",QZES61837758,spotify,46GGekJ74S04hloRqk0fvm,182s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/46GGekJ74S04hloRqk0fvm
Reflejo,"Toby Love, Bachata Heightz, Kewin Cosmos",Reflejo,USASN1801185,spotify,54zDpwf0mqx9VQRn91SLX6,254s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/54zDpwf0mqx9VQRn91SLX6
"Muero Sin Ti","Marco Puma",Lentamente,ITDO81800482,spotify,0pjT6uATVVNYY0Rsx39YuT,232s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0pjT6uATVVNYY0Rsx39YuT
"Quien Sabe","NATTI NATASHA","Quien Sabe",USB271800108,spotify,5ZkPBld8QqfUkS6aJG40yj,271s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5ZkPBld8QqfUkS6aJG40yj
"Soy Yo","Jalil Lopez","Soy Yo",TCAEA1986525,spotify,3K2UhwxyWdtnukemG2yiP0,229s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3K2UhwxyWdtnukemG2yiP0
"Bailemos Despacio","Dani J","Bailemos Despacio",ES19S1900001,spotify,4fkOo3hEaC0VRu86zgFZRW,189s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4fkOo3hEaC0VRu86zgFZRW
Preguntando,"sP Polanco, Joell, Mickey Then","Bchta Rising",TCADU1838484,spotify,4Ex0UMAOY7mYmnRMxWcGGh,239s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4Ex0UMAOY7mYmnRMxWcGGh
"Hoy Se Bebe - Bachata Version","Grupo Extra","The Movie (La Verdadera Pelicula - Bachata Is Taking Over)",CH9181800017,spotify,1HZoz1TYEyPbSD2Sn5nE3N,244s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1HZoz1TYEyPbSD2Sn5nE3N
"Me Olvidare de Ti","Kelvy Jai","Me Olvidare de Ti",TCADJ1799373,spotify,3lshuRqjyFVQEBv9TvppTH,213s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3lshuRqjyFVQEBv9TvppTH
Salvaje,"Messiah, Elvis Crespo",Salvaje,USAT21802040,spotify,5PFcguBpGSywTl5SUCqdaL,189s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5PFcguBpGSywTl5SUCqdaL
"Te Gusta El Raggaeton","Manny Rod","My Destiny",TCADL1863878,spotify,0e5PbZrdopZW7iFg9POkkL,223s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0e5PbZrdopZW7iFg9POkkL
"Borracho y Solo","Vinny Rivera","Borracho y Solo",USCGJ1804550,spotify,2QTqGUYtJpRTAucApaQ3zn,197s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2QTqGUYtJpRTAucApaQ3zn
Entrégate,"Jay Ramirez",Entrégate,TCADU1895694,spotify,43fKvaUPSWlXfQD0HgfnvI,197s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/43fKvaUPSWlXfQD0HgfnvI
Congelado,"sP Polanco, Chantel","Bchta Rising",QZ8LD1925434,spotify,5Sfxn5BfOGP9qx24wwY9uP,206s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5Sfxn5BfOGP9qx24wwY9uP
"Bestia Salvaje",Esme,"Bestia Salvaje",USHM91844850,spotify,6iLdMf7MtoyZb6ZIHhj9u4,226s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6iLdMf7MtoyZb6ZIHhj9u4
"Mi último despertar","F. Miranda","Mi último despertar",CAENV1706233,spotify,7gTO0m2oDf1YMLdEozjaHI,236s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7gTO0m2oDf1YMLdEozjaHI
"Dile A El",Vena,"Dile A El",USDXS1500064,spotify,1lrinoLvjU2jPubBbAC8w3,225s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1lrinoLvjU2jPubBbAC8w3
"El Mismo Infeliz","J-Style, Esme","El Mismo Infeliz",ITDO81800568,spotify,0VmGTZovIQ00IKF1JLYBlZ,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0VmGTZovIQ00IKF1JLYBlZ
"El Caballo Blanco",Yised,"El Caballo Blanco",QZ22B1915264,spotify,0ANmt6vQmdcBGffkrxYoS5,195s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0ANmt6vQmdcBGffkrxYoS5
"Festival de Amor - Trapchata",Prophex,"Festival de Amor",US3Z41800419,spotify,3jzDslXwXUPjuh2dYntJCz,202s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3jzDslXwXUPjuh2dYntJCz
"Una y Otra Vez","Danny Romero",11:11,ES5021800396,spotify,7lrrRYPRTF5AYnFdJwflP6,213s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7lrrRYPRTF5AYnFdJwflP6
"Mala Suerte (Version Bachata) [feat. Hector Acosta El Torito]","Jory Boy, Héctor Acosta ""El Torito""","Mala Suerte (Version Bachata) [feat. Hector Acosta El Torito]",USDXS1805629,spotify,4Njt0c2K04I3g6Lf6sryua,224s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4Njt0c2K04I3g6Lf6sryua
Carmesí,"Vicente Garcia","A la Mar",COSO11600121,spotify,3fk5fBFB27GbWGATdBpOgr,181s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3fk5fBFB27GbWGATdBpOgr
"Te Soñé - Bonus Track","Vicente Garcia","A la Mar",COSO11600163,spotify,4lfwM9i07jPYy2iHyBmHTP,206s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4lfwM9i07jPYy2iHyBmHTP
"Viens Danser (Ven a Bailar)",Prophex,"Viens Danser (Ven a Bailar)",US3Z41800482,spotify,77WkLP1a0XEyx11yPGnMrE,252s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/77WkLP1a0XEyx11yPGnMrE
"Me Vuelvo un Cobarde (Versión Bachata)","Christian Daniel",Renacer,USASN1501971,spotify,6sQaa3tIuivVKBdFOpmLCY,221s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6sQaa3tIuivVKBdFOpmLCY
"A donde vas - Bachata Version","OXU & BREY","Just Another Thing",CH9181800165,spotify,1eilssKfVPG4BaMQsSw6AO,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1eilssKfVPG4BaMQsSw6AO
"Dueño Eterno",Chelion,Angelic,USASN1101740,spotify,4ZGPdFLtHuONJ3PxYSHKt2,215s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4ZGPdFLtHuONJ3PxYSHKt2
"Tú Tienes Razón - Versión Bachata",Gusi,"Tú Tienes Razón - EP",COSO11500043,spotify,1gBib0sXyxoijPUnJqrppo,216s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1gBib0sXyxoijPUnJqrppo
"Que ya no me amas - Bachata Version","OXU & BREY","Just Another Thing",CH9181800161,spotify,2CS2MDcujiILcWWj1Fmfar,224s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2CS2MDcujiILcWWj1Fmfar
"Nunca Me Amaste (Uptown Remix)","24 Horas, Messiah",Tiempo,USDXS1600179,spotify,5RED8FaVrnMzNDIUqtoNjc,228s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5RED8FaVrnMzNDIUqtoNjc
"Me Gusta","Enefilms, Trapcode, Tommy Boysen","Me Gusta",ushm81838843,spotify,4JGws8tSCNK0dJal7zFPIX,257s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4JGws8tSCNK0dJal7zFPIX
Envidia,Fuego,"Libre: Fireboy Forever",USUM71808346,spotify,3TagAbIbSzjjUhrfBtS5Fe,178s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3TagAbIbSzjjUhrfBtS5Fe
"Contra La Tormenta (Bachata Version)","De La Ghetto","Contra La Tormenta (Bachata Version)",USDXS1410094,spotify,47QUMNYQ0n4MNRCzDvYSQh,235s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/47QUMNYQ0n4MNRCzDvYSQh
"Maldito Cupido","Secreto ""El Famoso Biberon""","Exito, Vol 1",USCGJ1785264,spotify,4nvsiBFh2tZRulJJaidVTp,242s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4nvsiBFh2tZRulJJaidVTp
"Breakup Sex (Bachata Remix)","Sasha X","Sensual Bachata Remixes, Pt. 1",TCADC1752152,spotify,5VLfPapRKUE5xQ7ToIRnq2,190s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5VLfPapRKUE5xQ7ToIRnq2
"Let Me Love You (Bachata Remix)","Sasha X","Sensual Bachata Remixes, Pt. 1",TCADC1752154,spotify,2A4GIEyRxcxIXhziPoSRG8,236s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2A4GIEyRxcxIXhziPoSRG8
"Drunk in Love (Bachata Remix)","Sasha X","Sensual Bachata Remixes, Pt. 1",TCADC1752150,spotify,3DYUg61lvBCjlPuwCkOODR,270s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3DYUg61lvBCjlPuwCkOODR
"Mia (Bachata Version)","JFab & Paola Fabre","Mia (Bachata Version)",TCAEB1923573,spotify,3WAVwE4yyUP0bI0Ji5PDoL,218s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3WAVwE4yyUP0bI0Ji5PDoL
"Me Encanta - Trapchata - Bachata Trap Version","Grupo Extra, Los Del Blocke","The Movie (La Verdadera Pelicula - Bachata Is Taking Over)",CH9181800023,spotify,6OoiziGQmkaZksBj82jtL1,231s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6OoiziGQmkaZksBj82jtL1
"Todos los besos (feat. Jashel) - Versión bachata","Sergio Contreras, Jashel","Todos los besos (feat. Jashel)",ES5151501364,spotify,4WCpsyMVeDn9CAEprmEizM,216s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4WCpsyMVeDn9CAEprmEizM
"Escapate Conmigo - Bachata","Bachata Mix","Bachata Tropical",QZ22B1944418,spotify,4OwH0r7XanQ3DOoES6HPmm,212s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4OwH0r7XanQ3DOoES6HPmm
"Se Te Nota",Fuego,"Fireboy Forever II",TCACL1634584,spotify,1bGOzNAKW8APV4K38e9sVd,219s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1bGOzNAKW8APV4K38e9sVd
Bandolera,Klas3,"Salsa It Compilation, Vol. 13",ITFZY1600109,spotify,3Cmw1Plgb9OrBzRfbkUFX9,225s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3Cmw1Plgb9OrBzRfbkUFX9
"Nena Maldición (feat. Lenny Tavárez)","Paulo Londra, Lenny Tavárez","Nena Maldición (feat. Lenny Tavárez)",USWL11801231,spotify,2aMVyJSuDFFL1sTjJnvk7X,229s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2aMVyJSuDFFL1sTjJnvk7X
"Te Vas - Bachata","Luis Miguel Del Amargue","Bachata Sin Limites",QM7281651312,spotify,6OkBkJMmh7no6tGKGl7VyK,211s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6OkBkJMmh7no6tGKGl7VyK
"La Romana","Bad Bunny, El Alfa","X 100PRE",QM7281884731,spotify,1khmgu0pveJbkbpbkyvcQv,301s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1khmgu0pveJbkbpbkyvcQv
"Se Te Nota","Joe Veras","Con Mas Amor",DOA251800404,spotify,2QesqG94HS8ONoB8yr0vec,238s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2QesqG94HS8ONoB8yr0vec
"Eso da Pa To","Marino Castellanos","Bachatas Para La Historia",TCADT1823346,spotify,6CNLJne75iQxfVfcqsTGzN,211s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6CNLJne75iQxfVfcqsTGzN
"Romeo y Violeta","Juan Ingaramo","Romeo y Violeta",AR6B51900013,spotify,4nVoM4pJT8CUTAJbenU2bx,230s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4nVoM4pJT8CUTAJbenU2bx
"Hookah & Sheridan's (Bachata Version)","DJ Khalid, Mr. Don","Hookah & Sheridan's (Bachata Version)",TCAEC1965418,spotify,0A2g7e4FUHJ5YJq83uyLRF,207s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0A2g7e4FUHJ5YJq83uyLRF
"Impossible (Bachata Version)","DJ Khalid","Impossible (Bachata Version)",uscgh1825608,spotify,1pgg5cJlPLeY4xy5mVZfcC,233s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1pgg5cJlPLeY4xy5mVZfcC
"Como Mirarte","DJ Khalid, Mr. Don","Como Mirarte",TCAEB1925888,spotify,0WmwhS5IY7UUkkzsSP1XmS,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0WmwhS5IY7UUkkzsSP1XmS
Downtown,"DJ Manuel Citro, Babi Ceresa",Downtown,usl4q1871347,spotify,2uw5JHInf6iOfIy3jdIRL5,181s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2uw5JHInf6iOfIy3jdIRL5
"Cásate Conmigo (Bachata Version)","DJ Khalid","Cásate Conmigo (Bachata Version)",uscgj1835651,spotify,1tQRe8YzjF4SqNHgHAym85,192s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1tQRe8YzjF4SqNHgHAym85
"El Guión","Manny Rod","My Destiny",TCADL1863886,spotify,0vhTmQVJYu1IGKcGHfwkYO,210s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0vhTmQVJYu1IGKcGHfwkYO
"Que Va (Bachata Version)","Manny Rod","Que Va (Bachata Version)",TCADJ1751415,spotify,2QhIuXZGNQoCIGGNspN1W9,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2QhIuXZGNQoCIGGNspN1W9
Menores,Esme,Menores,USCGJ1950035,spotify,5Hfot0plhsZPBuVWjn3eeq,203s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5Hfot0plhsZPBuVWjn3eeq
"Palabras Que Matan","Dustin Richie","Palabras Que Matan",uscgh1861218,spotify,5SkpnWd7oWjDExIaw9iSNq,251s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5SkpnWd7oWjDExIaw9iSNq
"Bailando Bachata",Lirow,"Bailando Bachata",TCADA1734921,spotify,4jCiC3KDKNk1x8y16tupUb,188s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4jCiC3KDKNk1x8y16tupUb
"Amor Exótico","Alejandra Feliz","Amor Exótico",TCADL1825355,spotify,6JA6FZiiAICcjDhAwbKbSb,183s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6JA6FZiiAICcjDhAwbKbSb
"Criminal (Bachata Version)","JFab & Paola Fabre, Voz A Voz","Criminal (Bachata Version)",TCADP1859599,spotify,3xzzzL1kdD6zCwDVdq4jWg,206s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3xzzzL1kdD6zCwDVdq4jWg
"Quiereme un Poquito - Bachata Version","Grupo Extra","The Most Wanted (Bachata Con Algo Extra)",CH9181800231,spotify,7L287nijLA33IpLZ2VJKM1,223s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7L287nijLA33IpLZ2VJKM1
"Ella Baila","Daniel Santacruz","Momentos de Cine",USEWG1712456,spotify,1ecd7CUEaFMPt0UKAtPojZ,166s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1ecd7CUEaFMPt0UKAtPojZ
"A Bailar (HD DIgital Remastered)","Zacarias Ferreira","El Triste",USA371015829,spotify,0vgd46hfceBDQhpUywXMYv,249s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0vgd46hfceBDQhpUywXMYv
Advertencia,"Lirow, Joel Santos",Advertencia,TCAEE1951935,spotify,1q71IjcBlCmnS5Yhjw3c1g,246s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1q71IjcBlCmnS5Yhjw3c1g
"Que Me Escuchen",Circharles,"Que Me Escuchen",TCAEE1943819,spotify,7oDyB4g2clGLdJxo9w6ElR,233s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7oDyB4g2clGLdJxo9w6ElR
"Desde Que Te Vi","Bustamante, Ana Guerra","Héroes En Tiempos De Guerra",ES5701801370,spotify,6ncwVz669S4ThaAxf1RgTH,232s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6ncwVz669S4ThaAxf1RgTH
"Amor en Paris","Kelvy Jai","Amor en Paris",TCAED1945677,spotify,3p0xF74JRAbZL3sCIrUxxX,233s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3p0xF74JRAbZL3sCIrUxxX
Elige,"Kewin Cosmos, Jay Ramirez",Elige,TCAEE1982935,spotify,0mL1glycqAWzyMiImp4xSb,227s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0mL1glycqAWzyMiImp4xSb
"Amor o Dinero",Prophex,"Amor o Dinero",QM4TW1940847,spotify,73rLrKmkXc5ql09NyXSRVI,217s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/73rLrKmkXc5ql09NyXSRVI
"Olvida el Amor",Prophex,"Olvida el Amor",US3Z41900074,spotify,2F58S7cT4w7YIuW6bYSV3C,221s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2F58S7cT4w7YIuW6bYSV3C
"Tú o Yo","Dani J, Manny Rod","Tú o Yo",ES19S1900002,spotify,3z2yZ5tukw72Asg5HvyM5q,258s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3z2yZ5tukw72Asg5HvyM5q
"La Cita","Ralphy Dreamz","La Cita",QZES61922979,spotify,1oY5756Ztqg6NSrD09zJc1,236s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1oY5756Ztqg6NSrD09zJc1
"A Traves del Vaso (Bachata Version)","Grupo Extra","A Traves del Vaso (Bachata Version)",usdy41925890,spotify,7My6DpBn10lju6q7bZ6hHL,222s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7My6DpBn10lju6q7bZ6hHL
"Un Beso",Lirow,"Un Beso",TCADY1878579,spotify,3jD1TUBLiyOGhVc6eiO0eE,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3jD1TUBLiyOGhVc6eiO0eE
Sola,"Rommel Hunter",Sola,uscgj1931990,spotify,6MObzieRvEv5yF0FfOajOt,174s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6MObzieRvEv5yF0FfOajOt
"Mi Canción Perdida","Daniel Santacruz, Ephrem J","Mi Canción Perdida",QZES81941591,spotify,1fVK9eG4r7r8RFlkqIcqSA,235s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1fVK9eG4r7r8RFlkqIcqSA
"Ahí Ahí","Vicente Garcia","Ahí Ahí",COSO11900070,spotify,6m02i6JyJz15hw8jOqu3Cz,211s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6m02i6JyJz15hw8jOqu3Cz
"Te Miento","sP Polanco, Bachata Heightz","Bchta Rising",QZ8LD1925436,spotify,3eXYasnxRRCwE92AFDFMvt,228s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3eXYasnxRRCwE92AFDFMvt
"Entre Los Dos","sP Polanco, Karlos Rosé","Bchta Rising",QZ8LD1925437,spotify,5xs3XLPMUICZgJwaBgChhg,240s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5xs3XLPMUICZgJwaBgChhg
"Como Los 90's (Bachata Version)","Kewin Cosmos, Dj York, DJ Manuel Citro","Como Los 90's (Bachata Version)",ITDO81900605,spotify,0RechAhcCHefgMyexNdxJE,191s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0RechAhcCHefgMyexNdxJE
Kitipun,"Juan Luis Guerra 4.40",Kitipun,QM8961900048,spotify,04elniHFWwwFHxi3SZlGI6,217s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/04elniHFWwwFHxi3SZlGI6
Inmortal,Aventura,Utopia,USSD11900085,spotify,2swZ0X1njeU32SNJeBKIfW,256s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2swZ0X1njeU32SNJeBKIfW
"Bellas (feat. Romeo Santos)","Anthony Santos, Romeo Santos",Utopia,TCADS1865114,spotify,146PlmOKiTMNagToKXRoku,243s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/146PlmOKiTMNagToKXRoku
Canalla,"Romeo Santos, El Chaval de la Bachata",Utopia,USSD11900082,spotify,4XEXrp37kZXpQTB2r5vWbS,225s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4XEXrp37kZXpQTB2r5vWbS
"La Demanda","Romeo Santos, Raulin Rodriguez",Utopia,USSD11900083,spotify,3zVibdZHsVH05p5Crux6xX,234s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3zVibdZHsVH05p5Crux6xX
"Por Que","Joel Santos","Por Que",QZDA41991217,spotify,4l3tJWAZ5uNr3prAT5pZRj,211s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4l3tJWAZ5uNr3prAT5pZRj
"Con los Crespos Hechos","Luis Vargas",Dobletazo,USQL80800486,spotify,4rcJKcFxL4toktAuN4Ykj8,423s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4rcJKcFxL4toktAuN4Ykj8
"Tu Eres Ajena - Bachata","Frank Reyes","Amor En Silencio",US3Z40407280,spotify,64zjvItFmkY8Q96tcmGQ6n,240s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/64zjvItFmkY8Q96tcmGQ6n
"Esa Mujer","Luis Vargas",Dobletazo,USQL80800493,spotify,1RhQsb9KzlmaZ2dCPcefa7,274s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1RhQsb9KzlmaZ2dCPcefa7
"Vocales de amor","Joan Soriano","El Duque de la Bachata",USH8Q0900513,spotify,5guZMseET21n74ZIIOoXD2,311s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5guZMseET21n74ZIIOoXD2
