title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Aún Te Quiero","DJ Clau, Sebas Garreta, Dj Dave Aguilar","Aún Te Quiero",QZFZ62468448,spotify,3QhAdkObhT6E7S1SHXmQ8j,190s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3QhAdkObhT6E7S1SHXmQ8j
"Vente Pa' Ca - Bachata Version","Esteban Daza, Dj Dave Aguilar","Vente Pa' Ca (Bachata Version)",QZZ972416912,spotify,0OEibIeSZvaq7W1SUP57Nj,233s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0OEibIeSZvaq7W1SUP57Nj
"MULTIVERSO - Bachata","Dj Dave Aguilar, Sebas Garreta, Mario Rainero","MULTIVERSO (Bachata)",QZNWX2314152,spotify,4Tk3kuANg4NGw4tbH3Qkcb,156s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4Tk3kuANg4NGw4tbH3Qkcb
"Quédate - Bachata Version","Ryan Miles, Sebas Garreta","Quédate (Bachata Version)",QZNWT2216675,spotify,3QMGCbKnWnBeouBgsvFsvW,174s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3QMGCbKnWnBeouBgsvFsvW
"Inocente - Bachata Version","Ryan Miles, Pablo Dazán","Inocente (Bachata Version)",QZTBD2316055,spotify,7lSMf6rHyXYngAaOVZE9ep,259s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7lSMf6rHyXYngAaOVZE9ep
"Algo Sencillito - Bachata Version","DJ Tony Pecino, Ryan Miles, Rau","Algo Sencillito (Bachata Version)",QZWFJ2396673,spotify,3egMNSjg7WWpI8LrIBjaNA,177s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3egMNSjg7WWpI8LrIBjaNA
"COMO YO TE QUIERO (DELUXE)","KHEA, Ana Mena","SEROTONINA (DELUXE)",USA2P2400910,spotify,0scExGzOWnDaq2ExI3HRQx,211s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0scExGzOWnDaq2ExI3HRQx
ORGULLO,Gonzy,DESAHOGO,QZWGJ2300025,spotify,6FChr93F3ECYRaIKwL7DOa,202s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6FChr93F3ECYRaIKwL7DOa
Estrellita,"Zhamira Zambrano",Estrellita,USUYG1511417,spotify,7wv09FSKH9ZBqXkNRKBony,157s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7wv09FSKH9ZBqXkNRKBony
AVENTURA,"ZABDIEL, Ana Mena",AVENTURA,QM6P42363230,spotify,02vuof1sWGshy5yJG3HylY,193s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/02vuof1sWGshy5yJG3HylY
"Mi Secreto","Tommy Torres","Mi Secreto",QMDA72220468,spotify,0EL8nDCstXlfIUONRc8JTj,180s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0EL8nDCstXlfIUONRc8JTj
"La Despedida",Reykon,"La Despedida",QM4TX2359768,spotify,4sjYsP0tIZi34SDVUzTHyk,200s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4sjYsP0tIZi34SDVUzTHyk
"No Duermo","Naicok, Chus Santana","No Duermo",ITUM72101344,spotify,74TFdyFf3dabePEw5fn38k,185s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/74TFdyFf3dabePEw5fn38k
Materialista,Esme,Materialista,QZDA52400339,spotify,4BYjxtpjJviIiFnazVJtXr,188s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4BYjxtpjJviIiFnazVJtXr
"Tan Solo Tú - Bachata Version","Dani J, Dj León","Tan Solo Tú (Bachata Version)",FR2X42406688,spotify,6QfJrAY7XGqC0JoW4x8sV6,246s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6QfJrAY7XGqC0JoW4x8sV6
Urgente,"J Salez, DJ Khalid, DerekVinci",Urgente,QZ5FN2433692,spotify,2wefGgp3qllKOE41fPQA6T,212s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2wefGgp3qllKOE41fPQA6T
"Tengo Roto El Corazón - Bachata Version","DJ Tony Pecino, Rau","Tengo Roto El Corazón (Bachata Version)",QZDA62495771,spotify,7kmkEYSd98gjh3PgODxf1d,197s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7kmkEYSd98gjh3PgODxf1d
"La Corriente","Prince Royce","LLAMADA PERDIDA",QZUFT2210022,spotify,5IvVa8Omy6aJ5R8hXawbIH,184s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5IvVa8Omy6aJ5R8hXawbIH
"No Te Vayas","Prince Royce","LLAMADA PERDIDA",QZUFT2210025,spotify,4kSKSQzD2LlAnufH41Itsn,213s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4kSKSQzD2LlAnufH41Itsn
"Llamada Perdida","Prince Royce","LLAMADA PERDIDA",QZUFT2210034,spotify,5DVkyleuvjqxrOrCecO9af,188s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5DVkyleuvjqxrOrCecO9af
Champaña,"Prince Royce","LLAMADA PERDIDA",QZUFT2210037,spotify,7vBy8bKzY2ygY6TcX9ZUQK,181s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7vBy8bKzY2ygY6TcX9ZUQK
"Boogie Chata (feat. A Boogie Wit da Hoodie)","Prince Royce, A Boogie Wit da Hoodie","LLAMADA PERDIDA",QZUFT2210040,spotify,0KmbZSG6sTyZoflJbg9Uwu,221s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0KmbZSG6sTyZoflJbg9Uwu
Borrador,"Prince Royce","LLAMADA PERDIDA",QZUFT2210031,spotify,0rfYoj39A6dJm8o2uwwBRS,236s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0rfYoj39A6dJm8o2uwwBRS
"Anestesiada (feat. Luis Miguel Del Amargue)","Prince Royce, Luis Miguel Del Amargue","LLAMADA PERDIDA",QZUFT2210046,spotify,0E4h8zC9FLEAFia0XzRL1e,230s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0E4h8zC9FLEAFia0XzRL1e
"Un Papel","Prince Royce","LLAMADA PERDIDA",QZUFT2210067,spotify,2gu1umAwaVF9vGjCFH9TMp,216s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2gu1umAwaVF9vGjCFH9TMp
"S91 - Bachata Version","DJ Manuel Citro, Bachata Gang","S91 (Bachata Version)",QZDA62414680,spotify,1Qg3PJKq565Y24qyEZu9oW,201s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1Qg3PJKq565Y24qyEZu9oW
Fantasías,"Mr. Don, DerekVinci",Fantasías,QZ5FN2433443,spotify,5uu3Fow35vbH5Ira6sQnNt,196s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5uu3Fow35vbH5Ira6sQnNt
"Cuando Fuimos Nada - Bachata Version","Manny Rod, JFab, Carlos Espinosa, DjGlass El Internacional","Cuando Fuimos Nada (Bachata Version)",QZ5AB2430896,spotify,5u51B5CZOx95CRJjfoxj59,212s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5u51B5CZOx95CRJjfoxj59
"Patadas de Ahogado - Bachata Version","Sebas Garreta, Dj Dave Aguilar","Patadas de Ahogado (Bachata Version)",QZES52420054,spotify,0p4NpnC7z8tC6VWWKMEW0I,202s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0p4NpnC7z8tC6VWWKMEW0I
"Te Pido - Bachata Version","Dani J, DJ Alejandro, Dimen5ions","Te Pido (Bachata Version)",FR2X42459779,spotify,775vPEnE5Sb3QAC4Jx9v7h,219s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/775vPEnE5Sb3QAC4Jx9v7h
"Frío en el Infierno - Bachata Version","Sebas Garreta, Dj Dave Aguilar, Dj Husky","Frío en el Infierno (Bachata Version)",QZES62458562,spotify,0T8Cw2SdSMexBO4KYQ0IWJ,178s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0T8Cw2SdSMexBO4KYQ0IWJ
Delirios,"Mario Baro",Delirios,ES19S2400010,spotify,28pyiynloaQKbhLecmLTle,206s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/28pyiynloaQKbhLecmLTle
BELLA,"Jiory, Sebas Garreta, Manny Rod",BELLA,QZES62403761,spotify,5FPQIxAPSQ7D0em2pFGe3q,200s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5FPQIxAPSQ7D0em2pFGe3q
"Aún Te Quiero - Bachata Version","Sebas Garreta, DJ Clau, Dj Dave Aguilar","Aún Te Quiero (Bachata Version)",QZES72415610,spotify,5OIhERvkL1AXK4Ycd8OESu,190s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5OIhERvkL1AXK4Ycd8OESu
"Dime, ¿Qué Nos Pasó?","Sebas Garreta, Dj Husky, Dj Dave Aguilar","Estaba Escrito",QZDA42488640,spotify,2iyAKkB1lldm0eR3Zf8LrA,238s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2iyAKkB1lldm0eR3Zf8LrA
"Volverte a Ver","Sebas Garreta, Dj Husky, Dj Dave Aguilar","Estaba Escrito",QZDA42488643,spotify,1eStOffw3lex5XVCOpmwrI,179s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1eStOffw3lex5XVCOpmwrI
"Mayor Que Yo","Sebas Garreta, Dj Dave Aguilar","Estaba Escrito",QZDA42488644,spotify,2Tyu9vLjBD1HkTKIQFkz7Y,218s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2Tyu9vLjBD1HkTKIQFkz7Y
"Bailando Mátame","Sebas Garreta, Dj Husky, Dj Dave Aguilar","Estaba Escrito",QZDA42488647,spotify,765edEk7IqBpUs4CrNm0QT,224s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/765edEk7IqBpUs4CrNm0QT
"Te Amé","Sebas Garreta, Dj Dave Aguilar, Dj Husky","Estaba Escrito",QZDA42488648,spotify,1TWAkifj2wLwEiOAXzKPVT,188s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1TWAkifj2wLwEiOAXzKPVT
Calumnia,"Carlos Rivera, Prince Royce",Calumnia,MXA3F2400001,spotify,2AX7b01Rmdf215GOK3OIF8,185s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2AX7b01Rmdf215GOK3OIF8
"A Punto De Caer","Ephrem J","A Punto De Caer",QZES62482937,spotify,2UyRZelcDWbTpoTyAkgA0S,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2UyRZelcDWbTpoTyAkgA0S
"Para Besarte","Lean & Akai",Hypernova,QZWFF2334148,spotify,3nY9vmxNNGQSWTZcyQAYSc,242s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3nY9vmxNNGQSWTZcyQAYSc
"Como Ayer","Lean & Akai","Como Ayer",GBE7J2004001,spotify,0RLnMhSHrY2pfcabExlB83,154s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0RLnMhSHrY2pfcabExlB83
"El Villano","Lean & Akai, Jhonny Evidence","El Villano",QZNJV2065982,spotify,7IKQIsyCI6xZIPAvknVm04,195s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7IKQIsyCI6xZIPAvknVm04
"Punta Cana","Marc Anthony","Punta Cana",USSD12300192,spotify,6tFXzOTZCTZ8t62NiLjC5z,185s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6tFXzOTZCTZ8t62NiLjC5z
"Unico Grande Amore","Marco Puma, Pinto Picasso","Unico Grande Amore",QZHN52498621,spotify,4ZhkYvQ6MVn4cvoUIdIG6n,217s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4ZhkYvQ6MVn4cvoUIdIG6n
"No Me Acostumbro - Bachata Version","Dani J, Dj Husky","Dani J & Dj's",FR59R2474213,spotify,1KLOnY1BxqPLMM4BWl6QdN,202s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1KLOnY1BxqPLMM4BWl6QdN
"Apaga La Luz","Mr. Don, DerekVinci","Apaga La Luz",USLZJ2486839,spotify,0gfznLvo8LC3fR3D0V4Eck,167s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0gfznLvo8LC3fR3D0V4Eck
Tortura,"Mario Baro",Tortura,ES19S2400011,spotify,6xqYLVRTygStpi0pZgUprc,194s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6xqYLVRTygStpi0pZgUprc
"Qué Tienes Tú - Bachata Version","Dani J, Ryan Miles","Qué Tienes Tú (Bachata Version)",FR59R2474214,spotify,0PJSJdWcZfH9HDXKFR5mjK,189s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0PJSJdWcZfH9HDXKFR5mjK
"Entre Un Millón - Bachata Version","Dani J, DJ Ramon","Entre Un Millón (Bachata Version)",FR59R2474212,spotify,1jbnL3ZgkiipPH8J4nyabJ,197s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1jbnL3ZgkiipPH8J4nyabJ
Dile,"Mario Baro",Raíces,ES19S2400013,spotify,5fBZ2xN5ffWFmn84vCZUA0,181s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5fBZ2xN5ffWFmn84vCZUA0
"Corazon Vacio - Bachata Version","DJ Tony Pecino, Maga Fernández","Corazon Vacio (Bachata Version)",QZNWX2365074,spotify,0iznLOMVdIrUOcQJfhYc8s,167s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0iznLOMVdIrUOcQJfhYc8s
"A Mil Pedazos","Mayinbito, Ralphy Dreamz","A Mil Pedazos",TCAHY2496153,spotify,5kAhrfgOyDlS5xr7ZAyzen,227s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5kAhrfgOyDlS5xr7ZAyzen
"Falta Amor","Roman, DJ Taga'Da","Falta Amor",ES75E2403187,spotify,7gE6TVYiRRZ7dY5gpRarnx,251s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7gE6TVYiRRZ7dY5gpRarnx
"La Difícil - Bachata Version","Dj Husky, Grupo Extra","La Difícil (Bachata Version)",QZHN82402585,spotify,7uqeoynN2ogmljARNK5aGa,209s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7uqeoynN2ogmljARNK5aGa
"Brindo Con Agua",Aventura,"Brindo Con Agua",QM4TX2481923,spotify,0VazBorrrrE0vlacDVRQCx,281s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0VazBorrrrE0vlacDVRQCx
"So Sick - Bachata Version","Dimen5ions, Dj Pablo G","So Sick (Bachata Version)",GX8LD2422436,spotify,5BCSNyPXxdErX9Vg7D5Jd9,192s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5BCSNyPXxdErX9Vg7D5Jd9
"Por el Resto de Tu Vida (Bachata Version)","Dj Husky, Allen CM., Luis y Andrea, Rocío","Por el Resto de Tu Vida (Bachata Version)",QZK6H2313421,spotify,1BNTsrQMHr932GmxkFvka2,215s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1BNTsrQMHr932GmxkFvka2
"Morfina (feat. Paloma Mami)","Prince Royce, Paloma Mami","Morfina (feat. Paloma Mami)",QZUFT2210052,spotify,4PFTO7EacpZMyuTa5dZGml,229s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4PFTO7EacpZMyuTa5dZGml
"Piel A Piel","Raiser Suena Nitido, Kewin Cosmos, Flowasis","Piel A Piel",QZHNA2434374,spotify,04cOPesRvMjRgI9e77NxJJ,232s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/04cOPesRvMjRgI9e77NxJJ
"Dime Que Si","DJ Khalid, Vinny Rivera, DerekVinci","Dime Que Si",GX3Q92412742,spotify,5aP6fKTbMgW6h3oX7AWTmC,209s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5aP6fKTbMgW6h3oX7AWTmC
"Mamasota - Bachata Version","DJ Tony Pecino, DJ Clau, Rau","Mamasota (Bachata Version)",QZHNB2439662,spotify,0QwuahACi1kQXwd4NWp1p0,198s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0QwuahACi1kQXwd4NWp1p0
CDP,"Jean & Alex",CDP,QZES82313562,spotify,6VZYZfGrnPraLwBWaCmI0D,205s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6VZYZfGrnPraLwBWaCmI0D
"UNA BACHATA","Lola Indigo, SAIKO","UNA BACHATA",ESUM72400088,spotify,7psTzxo3Gyo7ZoCysM8fjc,158s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7psTzxo3Gyo7ZoCysM8fjc
"Que Me Des Tu Cariño","Juan Luis Guerra 4.40","La Llave De Mi Corazon",USNPD0710438,spotify,3sMknNKJKr6GHIYpcRodyD,208s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3sMknNKJKr6GHIYpcRodyD
Desconectado,"DJ Tony Pecino, Montelier",Desconectado,QZK6L2445796,spotify,7af9ObLax81WakkqNw0qvW,208s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7af9ObLax81WakkqNw0qvW
"HOLA - Bachata Version","Jiory, Sebas Garreta","HOLA (Bachata Version)",QZK6N2452335,spotify,1roeqGOqnEwV4y67AQmayF,225s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1roeqGOqnEwV4y67AQmayF
"Feeling Something","Pinto Picasso","Feeling Something",QZFZ32446451,spotify,3HodFUzilBclM9v6FutNjJ,192s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3HodFUzilBclM9v6FutNjJ
"Déjame Verte","Diego Martín, Dama","Déjame Verte",ES71G2339190,spotify,1imNlcgGvoEAtmhCeGCjcn,246s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1imNlcgGvoEAtmhCeGCjcn
"Un Trago Una Bachata","Pinto Picasso, Jensen",Casagemas,QZHN42485051,spotify,22eeSqDe1EVNEzMELAk3y4,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/22eeSqDe1EVNEzMELAk3y4
"El Viejo Oeste","Pinto Picasso, sP Polanco",Casagemas,QZK6H2430980,spotify,67wZ8z6lY6IBJEx5P2lNh7,216s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/67wZ8z6lY6IBJEx5P2lNh7
Vanidad,"Pinto Picasso",Casagemas,QZK6H2430981,spotify,1QlJSCz5vDDsvbDovwcVlV,290s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1QlJSCz5vDDsvbDovwcVlV
Vicio,"Pinto Picasso, sP Polanco",Casagemas,QZK6H2430982,spotify,4KW6PQ6MTxFMptT7RStKXF,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4KW6PQ6MTxFMptT7RStKXF
Vibras,"Pinto Picasso, Mayinbito",Casagemas,QZK6H2430983,spotify,05fQ1kWFQrvznV347eigNI,237s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/05fQ1kWFQrvznV347eigNI
Millonario,"Pinto Picasso, Dani J",Casagemas,QZK6H2430984,spotify,13zE3PfI1w2hmeg5EBGIuR,248s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/13zE3PfI1w2hmeg5EBGIuR
Niveles,"Pinto Picasso",Casagemas,QZK6H2430985,spotify,2AK3mvpXY4fiXzoqI6XAoh,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2AK3mvpXY4fiXzoqI6XAoh
"Que Pena","Pinto Picasso",Casagemas,QZK6H2430986,spotify,5hBx4OMn1KNIW2T0NiTaB3,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5hBx4OMn1KNIW2T0NiTaB3
"No Eres Tú (Bachata Versión)","Karen Méndez, Fede Dorcaz, DJ Tronky","No Eres Tú (Bachata Versión)",NLRD52406263,spotify,2EITiggaRMEH0Ga2qw7pf5,203s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2EITiggaRMEH0Ga2qw7pf5
"Salitre - Bachata Version","Dj Husky, Tony Lozano, Luis y Andrea","Salitre (Bachata Version)",QZMEQ2468903,spotify,3c8PuCMVs4OrUYobVFxydc,210s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3c8PuCMVs4OrUYobVFxydc
"Ven - Bachata Version","Sebas Garreta, Dj Dave Aguilar","Ven (Bachata Version)",QZNWQ2439487,spotify,7ulzY6p5897bdDKkHzCRHa,198s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7ulzY6p5897bdDKkHzCRHa
"Loco De Remate","Kiko Rodriguez","Loco De Remate",QM6N22479464,spotify,2l36HfaR7ePFjDpSsAbklK,240s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2l36HfaR7ePFjDpSsAbklK
"Mi Amor (Bachata)","DJ Khalid, Sabrina Belfkih","Mi Amor (Bachata)",USHM22454497,spotify,0CHN2uqOBJ39wZEUXNar6z,192s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0CHN2uqOBJ39wZEUXNar6z
"Santa - Bachata Version","Tony Lozano, Sebas Garreta, Dj Husky, DerekVinci","Santa - Bachata Version",QZWDD2428960,spotify,1nRJ68kbOmMdz9vM5DCuPt,200s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1nRJ68kbOmMdz9vM5DCuPt
Animal,"Mario Baro, DJ Manuel Citro",Animal,QZNWU2416660,spotify,0qX9dr46vCo5NA4tNCYyj6,196s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0qX9dr46vCo5NA4tNCYyj6
"Si Tú Supieras - Bachata Version","DJ Clau, Mario Rainero","Si Tú Supieras (Bachata Version)",QZNWS2456394,spotify,7m3RhLZLkTombwkvU1K3Kp,232s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7m3RhLZLkTombwkvU1K3Kp
"No Vas a Encontrar","Jalil Lopez, R.K.M.","No Vas a Encontrar",TCAII2484956,spotify,1GGpgUDxD5bjEq0OSEDTvc,192s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1GGpgUDxD5bjEq0OSEDTvc
Perfume,"Montelier, Nesty",Perfume,TCAIJ2424063,spotify,6X6Tu7MGnAVkdmt74KfUvy,190s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6X6Tu7MGnAVkdmt74KfUvy
"1000COSAS - Bachata Version","Roman, Dama","1000COSAS (Bachata Version)",QZNWW2492216,spotify,6drRZsyflQufqourAnkAdj,244s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6drRZsyflQufqourAnkAdj
SENSUAL,"DJ Tony Pecino, Charles Luis",SENSUAL,QZMER2494868,spotify,35QD0KvgQnc1cBZqG4Hhhf,180s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/35QD0KvgQnc1cBZqG4Hhhf
"Santa - Bachata Version","Roman, Ryan Miles","Santa (Bachata Version)",QZNWS2419141,spotify,0ON6v6YT4TQBFoVLwIbXm2,188s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0ON6v6YT4TQBFoVLwIbXm2
Crazy,"DJ Nico, Mayinbito",Crazy,ITDO82400835,spotify,4Uy1I6XBDXIpwd77iLL2ON,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4Uy1I6XBDXIpwd77iLL2ON
"El Dilema","Lean & Akai",Hypernova,QZWFF2334147,spotify,6DmvPO2cbP3cLcR7gPr6wJ,216s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6DmvPO2cbP3cLcR7gPr6wJ
"Estaré Esperándote",SHAMA,"Estaré Esperándote",ITDO82300801,spotify,1wO3I1jkVVH1eKohkOs6O2,218s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1wO3I1jkVVH1eKohkOs6O2
"Dos Locos","Esme, Savi Rodriguez","Sangre Nueva (Freshmen Year)",QZPLS2417106,spotify,4oqGe2ZaEM0BC4OWnb63Xn,231s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4oqGe2ZaEM0BC4OWnb63Xn
"Cuando Quieras","Vinny Rivera, DerekVinci","Cuando Quieras",QZWDE2421419,spotify,1ikJeH4KeeadngSMndpJP3,196s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1ikJeH4KeeadngSMndpJP3
"Nada Es Igual","Pinto Picasso",Casagemas,QZDA42282260,spotify,5EWuqVQVYGvRHp7V1T0CeH,172s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5EWuqVQVYGvRHp7V1T0CeH
Serenata,"Jean & Alex, Brazil21, sP Polanco",Serenata,QZQAY2423981,spotify,7nDq3UZt8HfknaZIr7QJS2,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7nDq3UZt8HfknaZIr7QJS2
"Contrato - Bachata Version","Dj Husky, Sebas Garreta","Contrato (Bachata Version)",QZTAU2449590,spotify,0jpEcZJkn35QjPdaJgyHZ4,188s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0jpEcZJkn35QjPdaJgyHZ4
ÁNGEL,"Grupo Frontera, Romeo Santos",ÁNGEL,DGA082404215,spotify,4JtKlgBLKHtRTqixKHrrw8,184s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4JtKlgBLKHtRTqixKHrrw8
"Sin Miedo A Nada - Bachata Version","DJ Clau, Giorgia Noriega","Sin Miedo A Nada (Bachata Version)",QZTAU2481973,spotify,1WZzeIb4Y4O8c0mLxWlXQx,286s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1WZzeIb4Y4O8c0mLxWlXQx
"El Tonto","DJ Nico, Charles Luis","El Tonto",ITDO82300797,spotify,1zG8rLGugfxXXQzFmpGGHe,239s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1zG8rLGugfxXXQzFmpGGHe
Apretaito,"Charles Luis",Apretaito,ITDO82300805,spotify,1ZDFOthx8OJfvhnS3OOHOp,181s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1ZDFOthx8OJfvhnS3OOHOp
"Son De Amores - Bachata Version","Sebas Garreta, Dj Dave Aguilar, Dj Husky","Son De Amores (Bachata Version)",QZTAY2409859,spotify,6R5fDfRjUiVovKVsrhtsaw,264s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6R5fDfRjUiVovKVsrhtsaw
"Doble Vida","Esme, Karlos Rosé","Doble Vida",QZTB62466737,spotify,4WW5c4ub9quHS7ayeHsrhY,226s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4WW5c4ub9quHS7ayeHsrhY
"No Hay Vato Perfecto","Kewin Cosmos","No Hay Vato Perfecto",TCAIJ2465483,spotify,2pGnZ9GNmce4t8qktidT04,206s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2pGnZ9GNmce4t8qktidT04
"TU FEO","Lenny Tavárez, Prince Royce","TU FEO",USWL12402147,spotify,4YJM9OjeM2HeEkB5chR6tD,176s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4YJM9OjeM2HeEkB5chR6tD
"Dos De Mi","JR, Mickey Then",Siempre,QZWV32445069,spotify,5zbqYUQ6iXb9NHSbnhxffs,214s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5zbqYUQ6iXb9NHSbnhxffs
Pecado,Montelier,Pecado,TCAIP2495209,spotify,1fVNjLFuqL2BY13lVZGfep,203s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1fVNjLFuqL2BY13lVZGfep
"UWAIE - Bachata Version","Dj Husky, Sebas Garreta, Rau","UWAIE - Bachata Version",QZTBA2455564,spotify,04QaI3xNSKx7qTDf4h7raG,183s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/04QaI3xNSKx7qTDf4h7raG
"Amar En Paz",JR,Siempre,QZWV32445054,spotify,0EKKcY92S5rAV3gwziV9Oy,239s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0EKKcY92S5rAV3gwziV9Oy
